Month of Order Date,Product Name,Sales
15-Sep,Panasonic KP-150 Electric Pencil Sharpener,75
15-Sep,Okidata C610n Printer,1363
15-Sep,OIC Bulk Pack Metal Binder Clips,10
15-Sep,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,351
15-Sep,Office Star - Ergonomically Designed Knee Chair,243
15-Sep,Office Star - Contemporary Task Swivel Chair,155
15-Sep,O'Sullivan Plantations 2-Door Library in Landvery Oak,957
15-Sep,O'Sullivan 5-Shelf Heavy-Duty Bookcases,164
15-Sep,Nu-Dell Oak Frame,26
15-Sep,Nu-Dell Executive Frame,63
15-Sep,Nortel Networks T7316 E Nt8 B27,109
15-Sep,Nontoxic Chalk,5
15-Sep,Newell 351,10
15-Sep,Newell 348,8
15-Sep,Newell 346,6
15-Sep,Newell 343,12
15-Sep,Newell 329,8
15-Sep,Newell 328,41
15-Sep,Newell 315,12
15-Sep,"Mini 13-1/2 Capacity Data Binder Rack, Pearl",262
15-Sep,Micro Innovations USB RF Wireless Keyboard with Mouse,100
15-Sep,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,109
15-Sep,Memorex Froggy Flash Drive 4 GB,35
15-Sep,Mediabridge Sport Armband iPhone 5s,30
15-Sep,Maxell 4.7GB DVD+RW 3/Pack,32
15-Sep,Manco Dry-Lighter Erasable Highlighter,3
15-Sep,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,147
15-Sep,LogitechæVX Revolution Cordless Laser Mouse for Notebooks (Black),432
15-Sep,LogitechæP710e Mobile Speakerphone,3347
15-Sep,LogitechæMX Performance Wireless Mouse,160
15-Sep,Logitech Wireless Marathon Mouse M705,250
15-Sep,Logitech Wireless Headset h800,500
15-Sep,Logitech G500s Laser Gaming Mouse with Adjustable Weight Tuning,210
15-Sep,"Lifetime Advantage Folding Chairs, 4/Carton",872
15-Sep,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",44
15-Sep,Lexmark X 9575 Professional All-in-One Color Printer,396
15-Sep,Letter Slitter,5
15-Sep,"Lesro Round Back Collection Coffee Table, End Table",146
15-Sep,Kleencut Forged Office Shears by Acme United Corporation,6
15-Sep,KI Adjustable-Height Table,301
15-Sep,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,207
15-Sep,JM Magazine Binder,89
15-Sep,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10"" x 13"" , 100/Box",66
15-Sep,Insertable Tab Indexes For Data Binders,2
15-Sep,Imationæ30456 USBæFlash Driveæ8GB,21
15-Sep,Ibico Recycled Linen-Style Covers,16
15-Sep,Ibico Plastic Spiral Binding Combs,49
15-Sep,Ibico EB-19 Dual Function Manual Binding System,277
15-Sep,HP Standard 104 key PS/2 Keyboard,116
15-Sep,"Howard Miller 16"" Diameter Gallery Wall Clock",64
15-Sep,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",384
15-Sep,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",83
15-Sep,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",43
15-Sep,"Hot File 7-Pocket, Floor Stand",2142
15-Sep,Hoover Shoulder Vac Commercial Portable Vacuum,286
15-Sep,Hoover Commercial Lightweight Upright Vacuum with E-Z Empty Dirt Cup,93
15-Sep,Honeywell Quietcare HEPA Air Cleaner,393
15-Sep,Hon Racetrack Conference Tables,473
15-Sep,Hon Olson Stacker Stools,563
15-Sep,Hon Olson Stacker Chairs,1059
15-Sep,Hon Mobius Operator's Chair,369
15-Sep,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,748
15-Sep,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,467
15-Sep,Home/Office Personal File Carts,70
15-Sep,High-Back Leather Manager's Chair,455
15-Sep,Hewlett Packard 610 Color Digital Copier / Printer,1000
15-Sep,Heavy-Duty E-Z-D Binders,110
15-Sep,Harmony Air Purifier,378
15-Sep,Harbour Creations 67200 Series Stacking Chairs,114
15-Sep,Hammermill Color Copier Paper (28Lb. and 96 Bright),10
15-Sep,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),39
15-Sep,Globe Weis Peel & Seel First Class Envelopes,13
15-Sep,"Global Value Mid-Back Manager's Chair, Gray",122
15-Sep,Global Troy Executive Leather Low-Back Tilter,1503
15-Sep,"Global Task Chair, Black",71
15-Sep,"Global Stack Chair without Arms, Black",83
15-Sep,"Global Push Button Manager's Chair, Indigo",85
15-Sep,"Global Leather Task Chair, Black",216
15-Sep,Global Leather Executive Chair,632
15-Sep,"Global High-Back Leather Tilter, Burgundy",984
15-Sep,"Global Fabric Manager's Chair, Dark Gray",202
15-Sep,Global Deluxe Steno Chair,185
15-Sep,Global Comet Stacking Arm Chair,887
15-Sep,"Global Airflow Leather Mesh Back Chair, Black",483
15-Sep,Geemarc AmpliPOWER60,798
15-Sep,GBC Standard Therm-A-Bind Covers,62
15-Sep,GBC Recycled VeloBinder Covers,7
15-Sep,GBC ProClick 150 Presentation Binding System,442
15-Sep,GBC Poly Designer Binding Covers,89
15-Sep,GBC Plasticlear Binding Covers,17
15-Sep,GBC Plastic Binding Combs,30
15-Sep,GBC Instant Report Kit,21
15-Sep,GBC Ibimaster 500 Manual ProClick Binding System,1141
15-Sep,GBC DocuBind P400 Electric Binding System,4355
15-Sep,GBC DocuBind 300 Electric Binding Machine,842
15-Sep,GBC DocuBind 200 Manual Binding Machine,674
15-Sep,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13
15-Sep,Fellowes PB200 Plastic Comb Binding Machine,272
15-Sep,Fellowes Neat Ideas Storage Cubes,130
15-Sep,"Fellowes Mobile File Cart, Black",373
15-Sep,Fellowes Black Plastic Comb Bindings,12
15-Sep,Fellowes Basic Home/Office Series Surge Protectors,78
15-Sep,Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,195
15-Sep,Faber Castell Col-Erase Pencils,4
15-Sep,"Executive Impressions 12"" Wall Clock",35
15-Sep,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",440
15-Sep,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",17
15-Sep,Enermax Aurora Lite Keyboard,469
15-Sep,"Elite 5"" Scissors",17
15-Sep,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",1336
15-Sep,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,21
15-Sep,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",3
15-Sep,Eldon Pizzaz Desk Accessories,5
15-Sep,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,189
15-Sep,Eldon Gobal File Keepers,24
15-Sep,"Eldon Expressions Wood Desk Accessories, Oak",15
15-Sep,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",15
15-Sep,Eldon Expressions Mahogany Wood Desk Collection,69
15-Sep,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15
15-Sep,"Eldon Base for stackable storage shelf, platinum",93
15-Sep,"Eldon 400 Class Desk Accessories, Black Carbon",28
15-Sep,"Eberhard Faber 3 1/2"" Golf Pencils",15
15-Sep,"Dixon Ticonderoga Maple Cedar Pencil, #2",5
15-Sep,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",128
15-Sep,Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,84
15-Sep,DAX Two-Tone Silver Metal Document Frame,61
15-Sep,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",19
15-Sep,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",40
15-Sep,Dana Swing-Arm Lamps,17
15-Sep,"Crayola Anti Dust Chalk, 12/Pack",3
15-Sep,Crate-A-Files,55
15-Sep,"Contico 72""H Heavy-Duty Storage System",131
15-Sep,Coloredge Poster Frame,43
15-Sep,Colored Push Pins,2
15-Sep,Clarity 53712,106
15-Sep,Cisco Unified IP Phone 7945G VoIP phone,1091
15-Sep,Cisco SPA301,281
15-Sep,Cisco 8x8 Inc. 6753i IP Business Phone System,729
15-Sep,Chromcraft Round Conference Tables,383
15-Sep,Chromcraft Rectangular Conference Tables,569
15-Sep,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",1653
15-Sep,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",49
15-Sep,Cardinal Holdit Business Card Pockets,12
15-Sep,Cardinal EasyOpen D-Ring Binders,15
15-Sep,Canon PC-428 Personal Copier,2080
15-Sep,Canon PC1060 Personal Laser Copier,2800
15-Sep,Cameo Buff Policy Envelopes,100
15-Sep,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",10
15-Sep,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",15
15-Sep,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,15
15-Sep,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109
15-Sep,"Bush Westfield Collection Bookcases, Dark Cherry Finish",174
15-Sep,Bretford Rectangular Conference Table Tops,1128
15-Sep,Bretford CR8500 Series Meeting Room Furniture,601
15-Sep,"BOSTON Ranger #55 Pencil Sharpener, Black",62
15-Sep,"Boston Model 1800 Electric Pencil Sharpener, Gray",68
15-Sep,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,70
15-Sep,"BlueLounge Milo Smartphone Stand, White/Metallic",150
15-Sep,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",160
15-Sep,Blackstonian Pencils,19
15-Sep,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",14
15-Sep,BIC Brite Liner Highlighters,17
15-Sep,Bevis Boat-Shaped Conference Table,393
15-Sep,Bestar Classic Bookcase,425
15-Sep,Berol Giant Pencil Sharpener,41
15-Sep,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",60
15-Sep,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,9
15-Sep,Belkin F9M820V08 8 Outlet Surge,309
15-Sep,Belkin 7 Outlet SurgeMaster II,237
15-Sep,Belkin 5 Outlet SurgeMaster Power Centers,87
15-Sep,Avery Self-Adhesive Photo Pockets for Polaroid Photos,27
15-Sep,Avery Heavy-Duty EZD View Binder with Locking Rings,27
15-Sep,Avery Heavy-Duty EZD  Binder With Locking Rings,9
15-Sep,Avery Binding System Hidden Tab Executive Style Index Sets,7
15-Sep,Avery Arch Ring Binders,232
15-Sep,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",17
15-Sep,Avery 520,22
15-Sep,Avery 513,5
15-Sep,Avery 509,6
15-Sep,Avery 499,16
15-Sep,Avery 494,8
15-Sep,Avery 487,18
15-Sep,Avery 486,58
15-Sep,Avery 483,16
15-Sep,Avery 481,12
15-Sep,Avery 480,3
15-Sep,Avery 476,17
15-Sep,Avery 52,15
15-Sep,Avery 51,19
15-Sep,Avery 50,25
15-Sep,Avery 49,14
15-Sep,"Atlantic Metals Mobile 5-Shelf Bookcases, Custom Colors",722
15-Sep,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",478
15-Sep,AT&T CL83451 4-Handset Telephone,330
15-Sep,Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5,24
15-Sep,"Angle-D Binders with Locking Rings, Label Holders",12
15-Sep,"Ampad Gold Fibre Wirebound Steno Books, 6"" x 9"", Gregg Ruled",31
15-Sep,"Ampad Evidence Wirebond Steno Books, 6"" x 9""",11
15-Sep,Aluminum Document Frame,81
15-Sep,Alphabetical Labels for Top Tab Filing,30
15-Sep,Akro Stacking Bins,24
15-Sep,Advantus Rolling Storage Box,51
15-Sep,Advantus Push Pins,4
15-Sep,Advantus Motivational Note Cards,42
15-Sep,Advantus Map Pennant Flags and Round Head Tacks,28
15-Sep,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",18
15-Sep,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",17
15-Sep,"Adams Phone Message Book, 200 Message Capacity, 8 1/16î x 11î",48
15-Sep,Acme Value Line Scissors,11
15-Sep,Acme Preferred Stainless Steel Scissors,23
15-Sep,Acme Forged Steel Scissors with Black Enamel Handles,28
15-Sep,Acme Design Stainless Steel Bent Scissors,14
15-Sep,"ACCOHIDE 3-Ring Binder, Blue, 1""",21
15-Sep,Acco Suede Grain Vinyl Round Ring Binder,8
15-Sep,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 9 1/2"" X 11""",9
15-Sep,Acco Perma 2700 Stacking Storage Drawers,59
15-Sep,Acco Hanging Data Binders,3
15-Sep,Acco Expandable Hanging Binders,13
15-Sep,#10 Self-Seal White Envelopes,11
15-Sep,14-7/8 x 11 Blue Bar Computer Printout Paper,96
15-Sep,"6"" Cubicle Wall Clock, Black",83
15-Sep,3-ring staple pack,11
15-Oct,Zebra GK420t Direct Thermal/Thermal Transfer Printer,704
15-Oct,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",29
15-Oct,Xerox 1999,13
15-Oct,Xerox 1986,67
15-Oct,Xerox 1982,46
15-Oct,Xerox 1947,19
15-Oct,Xerox 1944,93
15-Oct,Xerox 1939,57
15-Oct,Xerox 1929,55
15-Oct,Xerox 1925,62
15-Oct,Xerox 1916,39
15-Oct,Xerox 1908,112
15-Oct,Xerox 1900,9
15-Oct,Xerox 1891,98
15-Oct,Xerox 1880,35
15-Oct,Xerox 223,32
15-Oct,Xerox 195,20
15-Oct,Xerox 193,36
15-Oct,Woodgrain Magazine Files by Perma,21
15-Oct,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",16
15-Oct,Wilson Jones ñSnapî Scratch Pad Binder Tool for Ring Binders,23
15-Oct,"White Business Envelopes with Contemporary Seam, Recycled White Business Envelopes",35
15-Oct,Westinghouse Clip-On Gooseneck Lamps,42
15-Oct,WD My Passport Ultra 500GB Portable External Hard Drive,177
15-Oct,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",1082
15-Oct,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",112
15-Oct,"Tenex Chairmat w/ Average Lip, 45"" x 53""",757
15-Oct,"Tenex ""The Solids"" Textured Chair Mats",140
15-Oct,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",170
15-Oct,Staples in misc. colors,31
15-Oct,Staples,25
15-Oct,Staple remover,20
15-Oct,Staple holder,44
15-Oct,Staple envelope,16
15-Oct,Stanley Bostitch Contemporary Electric Pencil Sharpeners,34
15-Oct,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",50
15-Oct,Southworth Structures Collection,51
15-Oct,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",379
15-Oct,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,6
15-Oct,"Seth Thomas 14"" Day/Date Wall Clock",46
15-Oct,"Sanford Colorific Colored Pencils, 12/Box",12
15-Oct,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,106
15-Oct,Samsung Replacement EH64AVFWE Premium Headset,6
15-Oct,Samsung HM1900 Bluetooth Headset,53
15-Oct,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",121
15-Oct,SAFCO Folding Chair Trolley,103
15-Oct,SAFCO Boltless Steel Shelving,341
15-Oct,Rogers Profile Extra Capacity Storage Tub,33
15-Oct,"Rogers Jumbo File, Granite",41
15-Oct,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",23
15-Oct,Recycled Easel Ring Binders,18
15-Oct,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",72
15-Oct,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,200
15-Oct,Razer Kraken PRO Over Ear PC and Music Headset,192
15-Oct,Pyle PMP37LED,192
15-Oct,Prestige Round Ring Binders,10
15-Oct,Presstex Flexible Ring Binders,4
15-Oct,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2
15-Oct,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",7
15-Oct,"Premier Elliptical Ring Binder, Black",55
15-Oct,Prang Drawing Pencil Set,8
15-Oct,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,1650
15-Oct,Plantronics CordlessæPhone Headsetæwith In-line Volume - M214C,70
15-Oct,Pizazz Global Quick File,105
15-Oct,"Personal Filing Tote with Lid, Black/Gray",93
15-Oct,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,450
15-Oct,Panasonic KX-TG9471B,784
15-Oct,Panasonic KX TS208W Corded phone,235
15-Oct,Panasonic KP-150 Electric Pencil Sharpener,113
15-Oct,Okidata C331dn Printer,838
15-Oct,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,242
15-Oct,Office Star - Ergonomically Designed Knee Chair,57
15-Oct,Office Star - Contemporary Task Swivel Chair,599
15-Oct,O'Sullivan Living Dimensions 2-Shelf Bookcases,121
15-Oct,"O'Sullivan Elevations Bookcase, Cherry Finish",524
15-Oct,Newell Chalk Holder,12
15-Oct,Newell 334,16
15-Oct,Newell 312,12
15-Oct,Newell 310,1
15-Oct,Newell 309,28
15-Oct,NETGEAR N750 Dual Band Wi-Fi Gigabit Router,450
15-Oct,Motorola L703CM,1092
15-Oct,Micro Innovations USB RF Wireless Keyboard with Mouse,100
15-Oct,"Metal Folding Chairs, Beige, 4/Carton",428
15-Oct,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 15/Pack",68
15-Oct,Mediabridge Sport Armband iPhone 5s,24
15-Oct,Maxell 4.7GB DVD-R,23
15-Oct,Martin-Yale Premier Letter Opener,21
15-Oct,Magna Visual Magnetic Picture Hangers,12
15-Oct,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,333
15-Oct,Longer-Life Soft White Bulbs,43
15-Oct,LogitechæVX Revolution Cordless Laser Mouse for Notebooks (Black),360
15-Oct,Logitech Desktop MK120 Mouse and keyboard Combo,98
15-Oct,"Linden 12"" Wall Clock With Oak Frame",102
15-Oct,Letter Size File,119
15-Oct,Laser & Ink Jet Business Envelopes,60
15-Oct,Large Capacity Hanging Post Binders,37
15-Oct,Kensington 6 Outlet Guardian Standard Surge Protector,61
15-Oct,iOttie HLCRIO102 Car Mount,16
15-Oct,Imationæ16GB Mini TravelDrive USB 2.0æFlash Drive,80
15-Oct,"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",126
15-Oct,Ideal Clamps,4
15-Oct,Ibico Plastic Spiral Binding Combs,152
15-Oct,Ibico Ibimaster 300 Manual Binding System,736
15-Oct,Ibico EPK-21 Electric Binding System,4536
15-Oct,Howard Miller Distant Time Traveler Alarm Clock,82
15-Oct,"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",165
15-Oct,Hoover Upright Vacuum With Dirt Cup,869
15-Oct,Honeywell Enviracaire Portable HEPA Air Cleaner for 16' x 20' Room,1928
15-Oct,Hon Every-Day Chair Series Swivel Task Chairs,387
15-Oct,Hon 5100 Series Wood Tables,727
15-Oct,Holmes Odor Grabber,43
15-Oct,Hewlett Packard LaserJet 3310 Copier,5400
15-Oct,"Global Value Mid-Back Manager's Chair, Gray",195
15-Oct,"Global Manager's Adjustable Task Chair, Storm",121
15-Oct,Global Executive Mid-Back Manager's Chair,291
15-Oct,Global Deluxe Steno Chair,308
15-Oct,Global Deluxe High-Back Manager's Chair,915
15-Oct,GBC Wire Binding Strips,76
15-Oct,GBC Twin Loop Wire Binding Elements,233
15-Oct,GBC Recycled VeloBinder Covers,27
15-Oct,GBC ProClick 150 Presentation Binding System,316
15-Oct,GBC Personal VeloBind Strips,58
15-Oct,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",78
15-Oct,Fiskars Softgrip Scissors,66
15-Oct,"Fellowes Twister Kit, Gray/Clear, 3/pkg",19
15-Oct,Fellowes Econo/Stor Drawers,388
15-Oct,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,100
15-Oct,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",25
15-Oct,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",16
15-Oct,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,107
15-Oct,Eldon Radial Chair Mat for Low to Medium Pile Carpets,64
15-Oct,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",60
15-Oct,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38
15-Oct,"Eldon 400 Class Desk Accessories, Black Carbon",14
15-Oct,Eldon 200 Class Desk Accessories,31
15-Oct,Easy-staple paper,28
15-Oct,DAX Cubicle Frames - 8x10,16
15-Oct,Contemporary Wood/Metal Frame,52
15-Oct,Computer Printout Paper with Letter-Trim Perforations,38
15-Oct,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",12
15-Oct,Chromcraft Rectangular Conference Tables,142
15-Oct,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",992
15-Oct,Canvas Sectional Post Binders,38
15-Oct,Canon imageCLASS 2200 Advanced Copier,17500
15-Oct,"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",91
15-Oct,"Bush Andora Conference Table, Maple/Graphite Gray Finish",239
15-Oct,Boston KS Multi-Size Manual Pencil Sharpener,115
15-Oct,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",51
15-Oct,BIC Liqua Brite Liner,35
15-Oct,BIC Brite Liner Highlighters,12
15-Oct,"Belkin 19"" Vented Equipment Shelf, Black",154
15-Oct,Avery White Multi-Purpose Labels,25
15-Oct,Avery Reinforcements for Hole-Punch Pages,8
15-Oct,Avery Premier Heavy-Duty Binder with Round Locking Rings,14
15-Oct,Avery Non-Stick Binders,12
15-Oct,Avery Legal 4-Ring Binder,67
15-Oct,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",12
15-Oct,Avery Fluorescent Highlighter Four-Color Set,5
15-Oct,"Avery Durable Plastic 1"" Binders",18
15-Oct,Avery Binding System Hidden Tab Executive Style Index Sets,29
15-Oct,Avery 511,5
15-Oct,Avery 508,29
15-Oct,Avery 50,60
15-Oct,Avery 49,20
15-Oct,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1044
15-Oct,Astroparche Fine Business Paper,11
15-Oct,Assorted Color Push Pins,4
15-Oct,Array Memo Cubes,8
15-Oct,Apple iPhone 5C,240
15-Oct,Aluminum Document Frame,61
15-Oct,"Alliance Super-Size Bands, Assorted Sizes",93
15-Oct,Advantus SlideClip Paper Clips,17
15-Oct,"Advantus Push Pins, Aluminum Head",41
15-Oct,Adtran 1202752G1,302
15-Oct,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",34
15-Oct,Acco Perma 4000 Stacking Storage Drawers,32
15-Oct,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",67
15-Oct,#10 Self-Seal White Envelopes,67
15-Oct,24-Hour Round Wall Clock,48
15-Nov,Zipper Ring Binder Pockets,4
15-Nov,XtraLife ClearVue Slant-D Ring Binders by Cardinal,3
15-Nov,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",35
15-Nov,Xiaomi Mi3,2280
15-Nov,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5
15-Nov,Xerox 1996,32
15-Nov,Xerox 1987,40
15-Nov,Xerox 1978,9
15-Nov,Xerox 1975,13
15-Nov,Xerox 1959,13
15-Nov,Xerox 1945,205
15-Nov,Xerox 1933,61
15-Nov,Xerox 1925,74
15-Nov,Xerox 1924,5
15-Nov,Xerox 1910,38
15-Nov,Xerox 1905,10
15-Nov,Xerox 1898,32
15-Nov,Xerox 1896,20
15-Nov,Xerox 1892,116
15-Nov,Xerox 1887,15
15-Nov,Xerox 1882,90
15-Nov,Xerox 1881,20
15-Nov,Xerox 229,39
15-Nov,Xerox 227,31
15-Nov,Xerox 222,32
15-Nov,Xerox 217,6
15-Nov,Xerox 215,26
15-Nov,Xerox 196,12
15-Nov,Xerox 189,315
15-Nov,Xerox 23,13
15-Nov,Xerox 22,19
15-Nov,Wireless Extenders zBoost YX545 SOHO Signal Booster,491
15-Nov,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",22
15-Nov,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",13
15-Nov,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",82
15-Nov,Wilson Jones International Size A4 Ring Binders,45
15-Nov,Wilson Jones Impact Binders,6
15-Nov,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",128
15-Nov,Wilson Jones DublLock D-Ring Binders,34
15-Nov,Wilson Jones Century Plastic Molded Ring Binders,50
15-Nov,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,117
15-Nov,White Computer Printout Paper by Universal,217
15-Nov,WD My Passport Ultra 2TB Portable External Hard Drive,595
15-Nov,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",35
15-Nov,V7 USB Numeric Keypad,140
15-Nov,Ultra Door Pull Handle,82
15-Nov,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",288
15-Nov,Tuff Stuff Recycled Round Ring Binders,8
15-Nov,Translucent Push Pins by OIC,13
15-Nov,Tops Wirebound Message Log Books,27
15-Nov,"TOPS Voice Message Log Book, Flash Format",15
15-Nov,Texas Instrument TI-15 Fraction Calculator,30
15-Nov,"Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units",1118
15-Nov,Tennsco Single-Tier Lockers,1126
15-Nov,"Tennsco Lockers, Gray",101
15-Nov,Tennsco Commercial Shelving,33
15-Nov,"Tenex Personal Project File with Scoop Front Design, Black",62
15-Nov,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",112
15-Nov,"Tenex File Box, Personal Filing Tote with Lid, Black",78
15-Nov,Tenex Chairmats For Use With Carpeted Floors,32
15-Nov,"Tenex Chairmat w/ Average Lip, 45"" x 53""",999
15-Nov,"Tenex ""The Solids"" Textured Chair Mats",210
15-Nov,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",5
15-Nov,Surelock Post Binders,92
15-Nov,"Strathmore #10 Envelopes, Ultimate White",158
15-Nov,Storex Dura Pro Binders,4
15-Nov,Stockwell Push Pins,15
15-Nov,Stockwell Gold Paper Clips,4
15-Nov,Sterilite Officeware Hinged File Box,115
15-Nov,Staples,58
15-Nov,Staple remover,15
15-Nov,Staple magnet,28
15-Nov,Staple envelope,28
15-Nov,Standard Rollaway File with Lock,721
15-Nov,Stacking Trays by OIC,20
15-Nov,Square Credit Card Reader,42
15-Nov,Southworth 25% Cotton Premium Laser Paper and Envelopes,48
15-Nov,Southworth 25% Cotton Granite Paper & Envelopes,16
15-Nov,Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,28
15-Nov,"SmartStand Mobile Device Holder, Assorted Colors",14
15-Nov,"Situations Contoured Folding Chairs, 4/Set",348
15-Nov,Sharp AL-1530CS Digital Copier,1200
15-Nov,Serrated Blade or Curved Handle Hand Letter Openers,18
15-Nov,"Sauder Facets Collection Library, Sky Alder Finish",342
15-Nov,Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators,672
15-Nov,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,88
