Order ID,Order Date,Ship Date,Ship Mode,Profit,Quantity,Sales
CA-2013-165918,2015-09-11,2015-09-15,Standard Class,61.96,10,143.24
CA-2013-165995,2015-08-31,2015-09-07,Standard Class,58.49,9,387.00
CA-2013-166163,2015-08-16,2015-08-21,Second Class,8.71,4,75.13
CA-2013-166226,2015-11-19,2015-11-23,Standard Class,24.44,2,129.03
CA-2013-166240,2015-06-25,2015-06-29,Standard Class,-19.60,2,8.71
CA-2013-166275,2015-10-25,2015-10-25,Same Day,86.00,1,199.99
CA-2013-166282,2015-04-17,2015-04-23,Standard Class,48.36,11,158.26
CA-2013-166373,2015-10-22,2015-10-26,Standard Class,-9.28,6,106.08
CA-2013-166380,2015-05-31,2015-06-04,Standard Class,39.62,11,138.53
CA-2013-166429,2015-09-03,2015-09-09,Standard Class,449.99,2,999.98
CA-2013-166443,2015-11-05,2015-11-06,First Class,16.46,7,38.29
CA-2013-166485,2015-02-20,2015-02-27,Standard Class,5.57,2,16.50
CA-2013-166618,2015-11-15,2015-11-19,Standard Class,10.06,3,37.63
CA-2013-166625,2015-04-15,2015-04-18,First Class,11.78,2,25.06
CA-2013-166653,2015-09-23,2015-09-25,Second Class,19.99,2,63.97
CA-2013-166674,2015-04-02,2015-04-04,Second Class,116.35,22,560.78
CA-2013-166772,2015-09-21,2015-09-25,Standard Class,40.97,2,163.88
CA-2013-166912,2015-01-15,2015-01-17,First Class,40.17,2,81.98
CA-2013-167115,2015-04-05,2015-04-10,Standard Class,184.00,2,588.78
CA-2013-167241,2015-08-16,2015-08-23,Standard Class,75.09,13,533.09
CA-2013-167290,2015-10-31,2015-11-05,Standard Class,3.50,2,11.68
CA-2013-167416,2015-05-13,2015-05-18,Standard Class,26.90,5,54.90
CA-2013-167507,2015-12-23,2015-12-29,Standard Class,-17.11,15,65.94
CA-2013-167556,2015-03-30,2015-04-03,Standard Class,155.23,22,498.61
CA-2013-167584,2015-08-13,2015-08-13,Same Day,3.11,1,6.48
CA-2013-167605,2015-04-29,2015-05-01,Second Class,-31.86,2,30.34
CA-2013-167682,2015-04-04,2015-04-10,Standard Class,146.83,8,331.08
CA-2013-167759,2015-03-04,2015-03-09,Second Class,37.76,3,134.85
CA-2013-167983,2015-08-22,2015-08-25,Second Class,11.70,10,33.44
CA-2013-168032,2015-01-30,2015-02-03,Standard Class,-397.13,10,"2,067.80"
CA-2013-168046,2015-01-25,2015-01-28,Second Class,-76.44,16,831.50
CA-2013-168081,2015-04-25,2015-04-28,Second Class,64.67,3,258.70
CA-2013-168354,2015-09-20,2015-09-22,First Class,757.56,19,"2,545.12"
CA-2013-168361,2015-06-22,2015-06-26,Standard Class,-1.34,1,0.84
CA-2013-168536,2015-12-21,2015-12-25,Standard Class,8.62,3,66.30
CA-2013-168543,2015-07-04,2015-07-08,Standard Class,197.92,7,706.86
CA-2013-168557,2015-09-20,2015-09-24,Standard Class,3.12,2,8.93
CA-2013-168753,2015-05-30,2015-06-02,Second Class,285.76,10,"1,002.70"
CA-2013-168774,2015-09-05,2015-09-10,Standard Class,160.62,3,535.41
CA-2013-168830,2015-11-08,2015-11-14,Standard Class,163.19,3,479.97
CA-2013-168844,2015-06-01,2015-06-07,Standard Class,90.38,9,186.85
CA-2013-168893,2015-11-04,2015-11-09,Second Class,183.62,16,903.77
CA-2013-168921,2015-10-21,2015-10-23,First Class,6.03,3,19.30
CA-2013-168956,2015-02-16,2015-02-20,Standard Class,-224.61,14,167.18
CA-2013-169026,2015-08-09,2015-08-14,Standard Class,0.23,3,23.34
CA-2013-169103,2015-03-09,2015-03-14,Standard Class,81.41,8,"1,466.32"
CA-2013-169166,2015-05-10,2015-05-15,Standard Class,13.16,2,93.98
CA-2013-169194,2015-06-21,2015-06-26,Standard Class,11.05,5,66.80
CA-2013-169215,2015-07-15,2015-07-19,Second Class,13.32,9,29.61
CA-2013-169334,2015-10-22,2015-10-25,Second Class,6.98,9,111.67
CA-2013-169663,2015-03-11,2015-03-14,First Class,382.83,6,"3,384.45"
CA-2013-169670,2015-12-26,2016-01-01,Standard Class,313.26,8,"2,563.06"
CA-2013-169824,2015-12-13,2015-12-18,Standard Class,34.68,16,107.07
CA-2013-169838,2015-11-26,2015-11-30,Standard Class,400.11,18,"1,745.91"
CA-2013-169887,2015-10-23,2015-10-23,Same Day,36.04,7,116.96
CA-2013-169922,2015-06-12,2015-06-18,Standard Class,-24.89,15,22.16
CA-2013-169943,2015-05-20,2015-05-25,Standard Class,112.77,26,821.22
CA-2013-169957,2015-09-27,2015-10-01,Standard Class,101.98,15,366.78
CA-2013-169971,2015-09-05,2015-09-10,Standard Class,8.04,4,66.29
CA-2014-100013,2016-11-06,2016-11-11,Standard Class,12.22,5,29.69
CA-2014-100055,2016-05-28,2016-06-01,Standard Class,46.17,5,152.59
CA-2014-100097,2016-11-26,2016-11-29,Second Class,302.47,10,"1,115.25"
CA-2014-100111,2016-09-20,2016-09-26,Standard Class,"1,571.80",52,"7,359.92"
CA-2014-100160,2016-09-07,2016-09-11,Standard Class,16.96,11,49.69
CA-2014-100202,2016-01-01,2016-01-06,Standard Class,22.68,3,302.38
CA-2014-100223,2016-07-05,2016-07-10,Standard Class,-359.80,28,396.39
CA-2014-100230,2016-12-11,2016-12-15,Standard Class,42.36,6,149.87
CA-2014-100237,2016-10-15,2016-10-19,Standard Class,4.20,2,11.68
CA-2014-100314,2016-09-29,2016-10-05,Standard Class,56.90,9,372.45
CA-2014-100335,2016-09-07,2016-09-13,Standard Class,26.47,9,73.01
CA-2014-100356,2016-10-21,2016-10-25,Standard Class,-62.38,2,23.99
CA-2014-100384,2016-06-24,2016-07-01,Standard Class,123.64,17,421.42
CA-2014-100412,2016-12-22,2016-12-26,Standard Class,35.49,2,141.96
CA-2014-100426,2016-06-04,2016-06-08,Standard Class,5.62,2,12.48
CA-2014-100433,2016-08-11,2016-08-16,Standard Class,12.44,4,25.92
CA-2014-100524,2016-03-31,2016-04-02,Second Class,220.23,13,782.40
CA-2014-100580,2016-08-13,2016-08-20,Standard Class,11.71,3,36.02
CA-2014-100601,2016-11-16,2016-11-20,Standard Class,0.98,7,48.86
CA-2014-100615,2016-04-20,2016-04-24,Standard Class,-20.76,10,347.38
CA-2014-100622,2016-11-03,2016-11-07,Standard Class,316.94,8,"1,030.74"
CA-2014-100636,2016-06-26,2016-06-30,Standard Class,0.00,3,272.94
CA-2014-100650,2016-06-29,2016-07-03,Second Class,310.99,2,"1,295.78"
CA-2014-100748,2016-05-13,2016-05-20,Standard Class,27.49,8,58.48
CA-2014-100783,2016-09-04,2016-09-08,Second Class,3.80,1,30.38
CA-2014-100811,2016-11-21,2016-11-24,First Class,6.57,6,47.74
CA-2014-100825,2016-09-09,2016-09-14,Standard Class,23.97,3,99.87
CA-2014-100902,2016-11-17,2016-11-21,Standard Class,201.67,12,699.40
CA-2014-100951,2016-06-09,2016-06-10,First Class,54.06,5,720.76
CA-2014-101014,2016-08-29,2016-09-04,Standard Class,41.45,3,148.02
CA-2014-101042,2016-11-19,2016-11-23,Standard Class,224.45,8,843.84
CA-2014-101049,2016-06-21,2016-06-25,Second Class,-31.92,11,59.18
CA-2014-101077,2016-03-25,2016-03-30,Second Class,2.14,2,6.85
CA-2014-101182,2016-09-04,2016-09-05,First Class,21.33,5,56.14
CA-2014-101210,2016-08-25,2016-08-28,Second Class,2.77,3,13.15
CA-2014-101245,2016-11-27,2016-12-03,Standard Class,174.76,13,410.71
CA-2014-101273,2016-08-27,2016-08-30,Second Class,0.90,4,14.34
CA-2014-101308,2016-10-02,2016-10-07,Standard Class,-16.02,5,93.72
CA-2014-101322,2016-12-28,2016-12-31,First Class,-34.07,6,340.70
CA-2014-101434,2016-06-20,2016-06-27,Standard Class,76.80,5,249.79
CA-2014-101483,2016-07-29,2016-08-01,Second Class,8.29,10,61.22
CA-2014-101574,2016-09-28,2016-10-04,Standard Class,4.44,3,9.24
CA-2014-101581,2016-10-22,2016-10-27,Standard Class,-120.51,5,177.23
CA-2014-101637,2016-03-24,2016-03-25,Same Day,0.96,2,12.77
CA-2014-101665,2016-11-25,2016-12-01,Standard Class,1.34,2,5.16
CA-2014-101700,2016-04-23,2016-04-26,First Class,10.36,5,30.35
CA-2014-101728,2016-08-19,2016-08-23,Standard Class,-3.90,2,2.30
CA-2014-101749,2016-10-03,2016-10-08,Standard Class,-6.42,3,171.29
CA-2014-101798,2016-12-11,2016-12-15,Standard Class,21.48,6,63.34
CA-2014-101805,2016-12-01,2016-12-06,Standard Class,41.88,21,627.84
CA-2014-101945,2016-11-24,2016-11-28,Standard Class,2.57,3,10.82
CA-2014-101959,2016-02-29,2016-03-06,Standard Class,8.22,3,17.62
CA-2014-102099,2016-12-18,2016-12-19,First Class,23.56,10,51.99
CA-2014-102155,2016-07-13,2016-07-17,Standard Class,99.94,4,373.94
CA-2014-102197,2016-12-20,2016-12-26,Standard Class,171.44,11,364.27
CA-2014-102204,2016-05-01,2016-05-06,Standard Class,-457.73,11,"3,740.51"
CA-2014-102218,2016-09-02,2016-09-04,Second Class,3.95,2,11.70
CA-2014-102267,2016-11-30,2016-12-04,Standard Class,0.83,2,2.37
CA-2014-102309,2016-09-23,2016-09-25,Second Class,70.20,7,212.91
CA-2014-102337,2016-06-13,2016-06-16,First Class,-120.47,13,683.02
CA-2014-102379,2016-12-02,2016-12-06,Standard Class,80.44,15,"1,378.95"
CA-2014-102407,2016-12-09,2016-12-13,Second Class,93.24,12,"1,096.49"
CA-2014-102414,2016-05-15,2016-05-18,Second Class,5.06,6,49.90
CA-2014-102519,2016-11-27,2016-11-29,First Class,75.30,10,190.67
CA-2014-102554,2016-06-11,2016-06-15,Standard Class,1.09,2,3.76
CA-2014-102610,2016-11-04,2016-11-08,Standard Class,-18.03,16,248.40
CA-2014-102659,2016-12-09,2016-12-15,Standard Class,26.90,5,54.90
CA-2014-102729,2016-10-26,2016-10-31,Standard Class,5.56,2,55.62
CA-2014-102736,2016-09-05,2016-09-09,Standard Class,11.52,12,177.08
CA-2014-102750,2016-09-04,2016-09-08,Second Class,-99.18,3,"1,322.35"
CA-2014-102771,2016-03-31,2016-04-05,Standard Class,22.09,5,84.95
CA-2014-102820,2016-05-07,2016-05-11,Standard Class,52.49,7,419.94
CA-2014-102834,2016-03-09,2016-03-13,Standard Class,69.99,2,199.98
CA-2014-102925,2016-11-05,2016-11-10,Second Class,118.91,22,796.04
CA-2014-102946,2016-06-30,2016-07-05,Standard Class,25.58,3,75.79
CA-2014-102967,2016-09-22,2016-09-26,Standard Class,17.52,5,67.40
CA-2014-102974,2016-09-19,2016-09-24,Standard Class,42.41,10,190.01
CA-2014-103009,2016-11-03,2016-11-05,Second Class,11.88,5,26.40
CA-2014-103065,2016-10-20,2016-10-20,Same Day,8.88,9,59.82
CA-2014-103156,2016-11-23,2016-11-24,First Class,7.21,9,24.05
CA-2014-103212,2016-10-13,2016-10-14,First Class,363.68,11,"1,541.51"
CA-2014-103352,2016-11-27,2016-11-30,Second Class,38.28,9,114.41
CA-2014-103380,2016-11-21,2016-11-25,Standard Class,71.97,10,739.74
CA-2014-103415,2016-12-03,2016-12-08,Standard Class,-14.27,2,13.59
CA-2014-103443,2016-12-17,2016-12-23,Standard Class,77.41,7,315.90
CA-2014-103478,2016-07-21,2016-07-24,Second Class,-169.42,11,97.06
CA-2014-103499,2016-11-20,2016-11-24,Standard Class,-23.58,2,209.57
CA-2014-103506,2016-07-23,2016-07-27,Standard Class,19.87,4,41.40
CA-2014-103520,2016-09-23,2016-09-25,First Class,3.35,2,9.25
CA-2014-103611,2016-09-12,2016-09-15,First Class,3.01,2,8.36
CA-2014-103765,2016-11-24,2016-11-30,Standard Class,-24.77,1,13.76
CA-2014-103877,2016-09-07,2016-09-14,Standard Class,757.41,3,"1,577.94"
CA-2014-103968,2016-12-01,2016-12-07,Standard Class,107.04,9,629.64
CA-2014-104003,2016-10-07,2016-10-13,Standard Class,-14.48,2,307.67
CA-2014-104010,2016-04-23,2016-04-25,First Class,15.37,5,54.90
CA-2014-104024,2016-08-29,2016-09-03,Second Class,0.71,7,9.41
CA-2014-104066,2016-12-05,2016-12-10,Standard Class,67.66,7,205.03
CA-2014-104080,2016-03-08,2016-03-15,Standard Class,65.07,7,174.56
CA-2014-104108,2016-12-02,2016-12-09,Standard Class,2.13,5,12.16
CA-2014-104136,2016-11-01,2016-11-04,Second Class,111.14,11,230.69
CA-2014-104220,2016-01-31,2016-02-06,Standard Class,105.94,20,340.22
CA-2014-104318,2016-05-13,2016-05-18,Standard Class,2.34,2,20.77
CA-2014-104381,2016-12-16,2016-12-23,Standard Class,10.43,4,33.38
CA-2014-104388,2016-07-05,2016-07-07,First Class,22.39,4,79.96
CA-2014-104577,2016-05-12,2016-05-17,Standard Class,42.05,5,87.60
CA-2014-104619,2016-01-25,2016-01-30,Standard Class,104.95,8,413.00
CA-2014-104640,2016-11-10,2016-11-16,Standard Class,439.23,5,"1,362.06"
CA-2014-104647,2016-02-24,2016-03-01,Standard Class,16.85,6,37.44
CA-2014-104731,2016-07-21,2016-07-27,Standard Class,195.57,29,951.98
CA-2014-104745,2016-05-29,2016-06-04,Standard Class,14.07,8,79.34
CA-2014-104801,2016-02-14,2016-02-20,Standard Class,367.28,8,914.12
CA-2014-104822,2016-10-20,2016-10-20,Same Day,12.03,5,24.55
CA-2014-104850,2016-06-13,2016-06-19,Standard Class,-25.47,4,291.14
CA-2014-104864,2016-11-18,2016-11-23,Second Class,34.90,29,552.86
CA-2014-104885,2016-03-02,2016-03-08,Standard Class,177.71,18,627.48
CA-2014-104906,2016-02-14,2016-02-18,Standard Class,8.79,3,17.94
CA-2014-104913,2016-11-18,2016-11-22,Standard Class,36.73,5,74.95
CA-2014-104927,2016-12-22,2016-12-26,Standard Class,25.82,15,108.13
CA-2014-105053,2016-07-07,2016-07-09,Second Class,6.33,3,17.47
CA-2014-105074,2016-06-24,2016-06-29,Standard Class,6.80,3,21.74
CA-2014-105130,2016-11-21,2016-11-25,Standard Class,17.94,6,52.50
CA-2014-105144,2016-11-04,2016-11-11,Standard Class,8.88,2,23.68
CA-2014-105193,2016-03-25,2016-03-31,Standard Class,2.98,5,11.05
CA-2014-105214,2016-06-16,2016-06-19,First Class,99.69,9,"1,231.50"
CA-2014-105235,2016-12-05,2016-12-11,Standard Class,93.09,10,334.52
CA-2014-105326,2016-08-20,2016-08-27,Standard Class,12.44,4,25.92
CA-2014-105333,2016-11-30,2016-12-04,Standard Class,170.88,10,899.11
CA-2014-105410,2016-03-19,2016-03-22,First Class,-27.88,18,976.83
CA-2014-105445,2016-02-21,2016-02-26,Second Class,3.07,3,9.43
CA-2014-105480,2016-12-20,2016-12-26,Standard Class,5.47,2,13.46
CA-2014-105487,2016-10-08,2016-10-14,Standard Class,133.68,9,419.83
CA-2014-105543,2016-11-24,2016-11-24,Same Day,7.99,1,33.29
CA-2014-105620,2016-12-25,2016-12-28,First Class,-1.43,5,141.00
CA-2014-105669,2016-09-17,2016-09-22,Second Class,4.22,19,"1,749.90"
CA-2014-105809,2016-02-21,2016-02-24,First Class,26.23,3,238.20
CA-2014-105823,2016-06-22,2016-06-26,Standard Class,146.39,2,487.96
CA-2014-105851,2016-03-13,2016-03-20,Standard Class,-299.81,2,"1,332.50"
CA-2014-105886,2016-12-18,2016-12-23,Standard Class,8.53,2,18.96
CA-2014-105914,2016-10-02,2016-10-08,Standard Class,246.81,12,"1,687.26"
CA-2014-105921,2016-08-14,2016-08-21,Standard Class,5.23,3,418.30
CA-2014-105991,2016-05-05,2016-05-06,First Class,-152.87,20,120.78
CA-2014-106033,2016-10-15,2016-10-18,Second Class,26.38,4,87.92
CA-2014-106047,2016-07-12,2016-07-18,Standard Class,1.19,1,3.82
CA-2014-106068,2016-10-23,2016-10-28,Standard Class,-74.31,9,337.82
CA-2014-106103,2016-06-10,2016-06-15,Standard Class,54.33,4,132.52
CA-2014-106180,2016-09-18,2016-09-23,Standard Class,76.46,9,163.38
CA-2014-106355,2016-04-02,2016-04-05,First Class,2.89,4,11.12
CA-2014-106432,2016-10-19,2016-10-24,Standard Class,-95.28,5,330.47
CA-2014-106537,2016-08-12,2016-08-17,Standard Class,7.26,4,20.74
CA-2014-106691,2016-11-06,2016-11-12,Standard Class,-1.93,2,1.25
CA-2014-106747,2016-07-03,2016-07-04,First Class,26.60,1,102.30
CA-2014-106782,2016-12-21,2016-12-27,Standard Class,18.77,1,375.34
CA-2014-106824,2016-07-07,2016-07-11,Standard Class,0.12,3,5.94
CA-2014-106831,2016-06-01,2016-06-03,First Class,-26.92,12,189.92
CA-2014-106852,2016-06-20,2016-06-27,Standard Class,11.48,8,36.35
CA-2014-106859,2016-03-13,2016-03-18,Second Class,322.94,34,780.09
CA-2014-106943,2016-11-14,2016-11-19,Standard Class,3.02,2,8.64
CA-2014-106964,2016-12-17,2016-12-20,First Class,4.28,2,11.81
CA-2014-107125,2016-11-27,2016-12-02,Standard Class,47.15,10,136.33
CA-2014-107132,2016-06-26,2016-06-30,Standard Class,291.03,14,913.17
CA-2014-107167,2016-06-10,2016-06-14,Standard Class,84.22,8,"1,347.52"
CA-2014-107174,2016-11-06,2016-11-13,Standard Class,326.27,12,"2,595.39"
CA-2014-107209,2016-07-27,2016-08-01,Second Class,12.18,4,194.85
CA-2014-107244,2016-09-07,2016-09-11,Standard Class,8.30,4,19.76
CA-2014-107265,2016-04-06,2016-04-12,Standard Class,49.97,3,106.32
CA-2014-107293,2016-09-05,2016-09-06,First Class,0.72,1,2.78
CA-2014-107314,2016-11-30,2016-12-03,First Class,9.56,3,25.83
CA-2014-107321,2016-08-31,2016-09-04,Standard Class,79.73,7,696.08
CA-2014-107342,2016-12-17,2016-12-22,Standard Class,13.24,4,28.16
CA-2014-107461,2016-12-21,2016-12-26,Second Class,11.22,6,23.88
CA-2014-107503,2016-01-02,2016-01-07,Standard Class,8.56,4,48.90
CA-2014-107517,2016-02-06,2016-02-10,Standard Class,501.16,10,"2,011.90"
CA-2014-107552,2016-05-05,2016-05-05,Same Day,3.21,1,6.68
CA-2014-107629,2016-12-14,2016-12-14,Same Day,-299.65,18,457.18
CA-2014-107713,2016-03-13,2016-03-17,Standard Class,81.92,3,174.30
CA-2014-107720,2016-11-06,2016-11-13,Standard Class,12.03,3,46.26
CA-2014-107727,2016-10-19,2016-10-23,Second Class,9.95,3,29.47
CA-2014-107748,2016-12-10,2016-12-12,Second Class,40.96,6,108.80
CA-2014-107797,2016-05-08,2016-05-11,Second Class,14.52,8,41.47
CA-2014-107825,2016-11-18,2016-11-18,Same Day,41.76,11,143.48
CA-2014-107832,2016-11-23,2016-11-26,Second Class,-5.98,1,7.48
CA-2014-107853,2016-05-26,2016-05-31,Standard Class,6.22,2,12.96
CA-2014-107874,2016-11-21,2016-11-25,Standard Class,11.24,1,27.42
CA-2014-107909,2016-09-01,2016-09-06,Standard Class,14.82,6,42.91
CA-2014-107958,2016-07-02,2016-07-05,First Class,51.33,9,169.19
CA-2014-107986,2016-12-13,2016-12-13,Same Day,8.49,3,31.44
CA-2014-108000,2016-01-13,2016-01-17,Standard Class,4.89,1,9.78
CA-2014-108035,2016-11-29,2016-12-03,Standard Class,67.83,7,491.89
CA-2014-108070,2016-04-16,2016-04-20,Standard Class,-3.99,5,308.75
CA-2014-108091,2016-11-16,2016-11-21,Standard Class,6.07,4,23.36
CA-2014-108112,2016-11-15,2016-11-20,Standard Class,55.02,8,559.20
CA-2014-108287,2016-12-18,2016-12-20,First Class,1.43,9,12.67
CA-2014-108294,2016-12-10,2016-12-10,Same Day,15.53,3,34.50
CA-2014-108322,2016-04-30,2016-05-05,Standard Class,6.96,11,26.06
CA-2014-108329,2016-12-09,2016-12-14,Standard Class,44.48,4,444.77
CA-2014-108441,2016-06-12,2016-06-18,Standard Class,173.31,14,954.55
CA-2014-108539,2016-03-21,2016-03-23,Second Class,217.33,9,745.28
CA-2014-108553,2016-04-23,2016-04-29,Standard Class,72.18,9,244.65
CA-2014-108560,2016-07-08,2016-07-15,Standard Class,502.92,14,"1,058.11"
CA-2014-108574,2016-10-07,2016-10-11,Standard Class,198.87,26,"1,324.57"
CA-2014-108749,2016-09-12,2016-09-15,First Class,44.66,10,91.14
CA-2014-108756,2016-12-25,2016-12-29,Standard Class,13.67,3,31.80
CA-2014-108791,2016-07-27,2016-07-31,Standard Class,140.00,9,558.81
CA-2014-108854,2016-12-08,2016-12-14,Standard Class,93.90,9,243.58
CA-2014-108910,2016-09-24,2016-09-29,Standard Class,24.48,3,103.06
CA-2014-108931,2016-09-14,2016-09-19,Standard Class,9.52,4,20.12
CA-2014-109085,2016-02-18,2016-02-21,First Class,-127.23,18,"1,448.85"
CA-2014-109099,2016-10-06,2016-10-11,Standard Class,20.09,1,40.99
CA-2014-109183,2016-12-04,2016-12-09,Standard Class,-272.58,2,649.00
CA-2014-109211,2016-04-04,2016-04-10,Standard Class,8.49,1,16.98
CA-2014-109393,2016-06-30,2016-07-02,Second Class,5.13,3,436.00
CA-2014-109589,2016-12-21,2016-12-24,First Class,27.69,4,71.00
CA-2014-109701,2016-12-02,2016-12-03,Same Day,58.34,19,178.89
CA-2014-109715,2016-12-09,2016-12-14,Standard Class,5.00,2,15.98
CA-2014-109750,2016-07-22,2016-07-28,Standard Class,14.09,3,29.97
CA-2014-109757,2016-09-04,2016-09-09,Second Class,-19.14,15,49.70
CA-2014-109778,2016-07-16,2016-07-21,Standard Class,0.91,2,2.91
CA-2014-109946,2016-04-16,2016-04-21,Standard Class,2.07,5,16.52
CA-2014-109960,2016-12-09,2016-12-11,Second Class,76.98,18,188.24
CA-2014-110198,2016-05-01,2016-05-02,First Class,-14.22,5,318.96
CA-2014-110212,2016-05-01,2016-05-05,Standard Class,18.09,5,48.90
CA-2014-110310,2016-10-27,2016-11-02,Standard Class,17.23,13,68.97
CA-2014-110373,2016-10-27,2016-10-30,Second Class,4.24,5,34.24
CA-2014-110380,2016-09-02,2016-09-07,Standard Class,1.77,3,6.57
CA-2014-110429,2016-11-03,2016-11-08,Standard Class,-7.78,3,11.67
CA-2014-110443,2016-11-21,2016-11-25,Standard Class,185.43,14,"1,242.63"
CA-2014-110478,2016-03-04,2016-03-09,Standard Class,9.72,5,24.57
CA-2014-110625,2016-12-23,2016-12-30,Standard Class,9.89,2,27.46
CA-2014-110821,2016-08-07,2016-08-08,First Class,-38.55,5,237.61
CA-2014-110842,2016-11-11,2016-11-16,Standard Class,51.68,9,151.93
CA-2014-110884,2016-03-07,2016-03-12,Standard Class,51.20,9,117.51
CA-2014-110905,2016-09-10,2016-09-15,Second Class,125.31,30,808.92
CA-2014-110926,2016-11-19,2016-11-23,Standard Class,12.53,7,25.06
CA-2014-110940,2016-07-23,2016-07-28,Standard Class,15.19,4,121.54
CA-2014-111178,2016-06-15,2016-06-22,Standard Class,1.71,5,19.56
CA-2014-111220,2016-09-02,2016-09-08,Standard Class,-53.72,11,257.51
CA-2014-111262,2016-10-28,2016-11-01,Second Class,-0.53,7,65.73
CA-2014-111269,2016-06-16,2016-06-18,Second Class,109.78,11,503.87
CA-2014-111332,2016-05-20,2016-05-22,Second Class,216.59,24,891.53
CA-2014-111374,2016-02-25,2016-02-29,Standard Class,-3.80,4,4.96
CA-2014-111388,2016-09-02,2016-09-02,Same Day,-2.70,3,215.98
CA-2014-111556,2016-11-20,2016-11-22,First Class,344.05,15,"1,559.67"
CA-2014-111577,2016-10-16,2016-10-21,Standard Class,111.57,7,307.78
CA-2014-111591,2016-03-21,2016-03-25,Standard Class,24.32,20,425.06
CA-2014-111647,2016-07-03,2016-07-07,Standard Class,62.99,4,167.97
CA-2014-111689,2016-11-30,2016-12-02,Second Class,285.50,8,"1,311.37"
CA-2014-111717,2016-10-10,2016-10-16,Standard Class,-47.87,3,239.36
CA-2014-111738,2016-01-04,2016-01-08,Standard Class,685.62,11,"2,031.39"
CA-2014-111759,2016-07-08,2016-07-12,Standard Class,24.27,2,52.76
CA-2014-111808,2016-12-16,2016-12-20,Standard Class,5.18,5,10.80
CA-2014-111815,2016-03-03,2016-03-10,Standard Class,90.05,3,280.96
CA-2014-112004,2016-09-25,2016-09-28,First Class,-49.25,7,199.49
CA-2014-112039,2016-03-25,2016-03-29,Standard Class,47.04,3,470.38
CA-2014-112172,2016-06-10,2016-06-14,Second Class,0.71,3,14.13
CA-2014-112333,2016-04-08,2016-04-14,Standard Class,632.46,9,"2,633.51"
CA-2014-112431,2016-10-12,2016-10-14,Second Class,132.34,14,441.72
CA-2014-112473,2016-05-25,2016-06-01,Standard Class,-11.28,3,50.14
CA-2014-112487,2016-12-26,2016-12-30,Standard Class,-2.61,2,3.13
CA-2014-112515,2016-09-17,2016-09-21,Second Class,247.59,21,"1,782.10"
CA-2014-112529,2016-11-19,2016-11-21,First Class,-63.07,10,749.89
CA-2014-112536,2016-05-18,2016-05-23,Standard Class,-13.28,10,17.80
CA-2014-112725,2016-01-31,2016-02-07,Standard Class,-5.47,11,142.34
CA-2014-112753,2016-06-18,2016-06-23,Standard Class,94.64,15,956.80
CA-2014-112774,2016-09-11,2016-09-12,First Class,6.04,1,34.50
CA-2014-112809,2016-08-18,2016-08-22,Standard Class,-32.10,12,228.19
CA-2014-112844,2016-11-13,2016-11-16,Second Class,43.20,7,198.55
CA-2014-112865,2016-05-18,2016-05-22,Standard Class,-0.90,3,36.05
CA-2014-112900,2016-04-09,2016-04-12,Second Class,219.99,8,478.24
CA-2014-112956,2016-08-21,2016-08-27,Standard Class,172.96,11,394.48
CA-2014-112984,2016-09-16,2016-09-18,Second Class,6.42,6,20.54
CA-2014-113075,2016-09-02,2016-09-06,Standard Class,-7.12,3,40.68
CA-2014-113208,2016-03-26,2016-04-02,Standard Class,23.12,3,60.84
CA-2014-113278,2016-01-15,2016-01-21,Standard Class,111.18,24,358.70
CA-2014-113355,2016-12-01,2016-12-05,Standard Class,6.61,8,536.86
CA-2014-113418,2016-10-01,2016-10-03,First Class,767.20,11,"1,704.89"
CA-2014-113453,2016-10-21,2016-10-28,Standard Class,-81.46,5,401.36
CA-2014-113460,2016-11-07,2016-11-09,Second Class,43.68,3,272.97
CA-2014-113474,2016-03-30,2016-03-31,First Class,149.90,2,325.86
CA-2014-113481,2016-01-03,2016-01-05,First Class,-61.52,13,740.21
CA-2014-113530,2016-05-19,2016-05-21,Second Class,55.90,16,726.83
CA-2014-113558,2016-10-21,2016-10-26,Standard Class,47.89,6,729.65
CA-2014-113572,2016-11-07,2016-11-11,Standard Class,2.52,4,7.88
CA-2014-113670,2016-10-15,2016-10-17,First Class,106.80,8,715.19
CA-2014-113705,2016-03-27,2016-03-29,Second Class,144.85,18,874.80
CA-2014-113873,2016-11-13,2016-11-19,Standard Class,-21.09,7,267.79
CA-2014-113908,2016-06-03,2016-06-09,Standard Class,-57.02,12,508.79
CA-2014-114055,2016-12-25,2016-12-29,Second Class,372.81,12,819.28
CA-2014-114216,2016-09-02,2016-09-06,Standard Class,4.11,3,12.19
CA-2014-114258,2016-11-05,2016-11-10,Second Class,55.44,4,492.77
CA-2014-114370,2016-03-14,2016-03-17,Second Class,4.96,2,49.62
CA-2014-114412,2016-04-15,2016-04-20,Standard Class,5.44,3,15.55
CA-2014-114440,2016-09-14,2016-09-17,Second Class,8.76,3,19.05
CA-2014-114524,2016-03-31,2016-04-05,Second Class,-22.90,13,13.47
CA-2014-114552,2016-09-02,2016-09-08,Standard Class,4.14,3,15.07
CA-2014-114636,2016-08-25,2016-08-29,Standard Class,67.26,5,192.16
CA-2014-114804,2016-10-17,2016-10-19,Second Class,4.62,1,52.79
CA-2014-115070,2016-04-10,2016-04-14,Second Class,-1.25,8,16.74
CA-2014-115105,2016-02-07,2016-02-12,Standard Class,30.10,1,240.78
